Date,Previous Settlement
2014-03-12,95.88
2014-03-11,95.875
2014-03-08,95.89
2014-03-07,95.89
2014-03-06,95.955
2014-03-05,95.995
2014-03-04,96.055
2014-03-03,96.08
2014-03-02,96.04
2014-03-01,96.04
2014-02-28,96.04
2014-02-27,96.0
2014-02-26,95.935
2014-02-25,95.89
2014-02-24,95.885
2014-02-23,95.84
2014-02-22,95.84
2014-02-21,95.84
2014-02-20,95.915
2014-02-19,95.915
2014-02-18,95.895
2014-02-16,95.95
2014-02-15,95.95
2014-02-14,95.95
2014-02-13,95.88
2014-02-12,95.835
2014-02-11,95.875
2014-02-10,95.915
2014-02-09,95.905
2014-02-08,95.905
2014-02-07,95.905
2014-02-06,95.97
2014-02-05,96.04
2014-02-04,96.07
2014-02-03,96.065
2014-02-02,96.065
2014-01-31,96.065
2014-01-30,96.06
2014-01-29,95.95
2014-01-28,96.035
2014-01-27,96.045
2014-01-26,96.015
2014-01-25,96.015
2014-01-24,95.885
2014-01-23,95.87
2014-01-22,95.95
2014-01-21,95.975
2014-01-20,95.955
2014-01-19,95.955
2014-01-18,95.955
2014-01-17,95.875
2014-01-16,95.82
2014-01-15,95.86
2014-01-13,95.825
2014-01-11,95.785
2014-01-09,95.75
2014-01-08,95.73
2014-01-07,95.67
2014-01-01,95.81
2013-12-31,95.775
2013-12-30,95.77
2013-12-27,95.805
2013-12-26,95.805
2013-12-25,95.805
2013-12-24,95.78
2013-12-22,95.755
2013-12-21,95.755
2013-12-20,95.77
2013-12-19,95.81
2013-12-18,95.81
2013-12-17,95.815
2013-12-13,95.74
2013-12-12,95.745
2013-12-11,95.72
2013-12-10,95.675
2013-12-09,95.69
2013-12-08,95.63
2013-12-07,95.63
2013-12-06,95.63
2013-12-05,95.665
2013-12-04,95.755
2013-12-03,95.735
2013-12-02,95.77
2013-12-01,95.835
2013-11-30,95.835
2013-11-29,95.835
2013-11-28,95.805
2013-11-27,95.855
2013-11-26,95.82
2013-11-25,95.775
2013-11-24,95.735
2013-11-23,95.735
2013-11-22,95.735
2013-11-21,95.72
2013-11-20,95.785
2013-11-19,95.835
2013-11-18,95.845
2013-11-17,95.85
2013-11-16,95.85
2013-11-15,95.85
2013-11-14,95.85
2013-11-13,95.785
2013-11-12,95.755
2013-11-11,95.825
2013-11-10,95.915
2013-11-09,95.915
2013-11-08,95.915
2013-11-07,95.835
2013-11-05,95.905
2013-11-02,95.975
2013-11-01,95.975
2013-10-31,96.02
2013-10-30,96.07
2013-10-29,96.055
2013-10-28,96.03
2013-10-27,96.07
2013-10-26,96.07
2013-10-25,96.05
2013-10-23,95.93
2013-10-21,95.955
2013-10-20,95.92
2013-10-19,95.92
2013-10-18,95.92
2013-10-17,95.9
2013-10-16,95.835
2013-10-15,95.835
2013-10-14,95.92
2013-10-13,95.91
2013-10-12,95.91
2013-10-11,95.88
2013-10-10,95.88
2013-10-09,95.955
